['11542', 'Yearly', '6939 days']
['44112', 'Daily', '50 days']
['44110', 'Monthly', '1949 days']
['44116', 'Daily', '30 days']
['44114', 'Daily', '48 days']
['25704', 'One-off', '10287 days']
['41092', 'Yearly', '1096 days']
['41095', 'Daily', '33 days']
['41097', 'Daily', '50 days']
['41096', 'Yearly', '1826 days']
['18985', 'Daily', '13 days']
['18984', 'Monthly', '2437 days']
['18987', 'Monthly', '2557 days']
['18980', 'Yearly', '5113 days']
['18983', 'Monthly', '943 days']
['18989', 'One-off', '10171 days']
['14209', 'Yearly', '9862 days']
['5499', 'Monthly', '151 days']
['5494', 'Daily', '35 days']
['5496', 'Monthly', '334 days']
['5497', 'Monthly', '2647 days']
['5490', 'One-off', '10828 days']
['14207', 'One-off', '9564 days']
['14204', 'One-off', '10080 days']
['14205', 'Daily', '22 days']
['36607', 'Monthly', '2618 days']
['36604', 'Yearly', '2557 days']
['36605', 'Yearly', '4383 days']
['36602', 'Yearly', '5479 days']
['36600', 'Monthly', '2404 days']
['41635', 'Yearly', '2191 days']
['41634', 'Yearly', '13149 days']
['41633', 'Yearly', '12053 days']
['41639', 'One-off', '12725 days']
['40320', 'Yearly', '6940 days']
['40321', 'Monthly', '2557 days']
['40324', 'One-off', '12779 days']
['29929', 'Monthly', '427 days']
['40327', 'Yearly', '15706 days']
['29927', 'Daily', '42 days']
['40329', 'Yearly', '7305 days']
['29924', 'Monthly', '153 days']
['47670', 'One-off', '13796 days']
['47674', 'One-off', '14767 days']
['47679', 'One-off', '12322 days']
['8291', 'Monthly', '1676 days']
['8290', 'Yearly', '9496 days']
['15557', 'Daily', '43 days']
['8295', 'Monthly', '1432 days']
['15550', 'Yearly', '8401 days']
['8297', 'One-off', '10127 days']
['8296', 'One-off', '13580 days']
['8299', 'Daily', '26 days']
['48914', 'Monthly', '851 days']
['15559', 'One-off', '9674 days']
['15558', 'Monthly', '1157 days']
['8241', 'One-off', '14985 days']
['8247', 'Monthly', '2283 days']
['8244', 'Yearly', '2557 days']
['15563', 'One-off', '10283 days']
['9970', 'One-off', '13691 days']
['29662', 'Monthly', '1704 days']
['26892', 'Monthly', '2099 days']
['44805', 'Daily', '22 days']
['44807', 'Monthly', '2679 days']
['44806', 'One-off', '18001 days']
['7562', 'Yearly', '8766 days']
['29666', 'One-off', '12386 days']
['44803', 'Yearly', '6939 days']
['44809', 'Daily', '16 days']
['44808', 'Daily', '55 days']
['7569', 'Monthly', '1581 days']
['56440', 'One-off', '17626 days']
['19328', 'Yearly', '6209 days']
['19329', 'Monthly', '1553 days']
['19320', 'Monthly', '2283 days']
['19321', 'Monthly', '1949 days']
['19327', 'Daily', '32 days']
['19324', 'Monthly', '2344 days']
['9658', 'Daily', '44 days']
['13896', 'Daily', '15 days']
['13897', 'One-off', '11807 days']
['13894', 'Monthly', '913 days']
['13895', 'Monthly', '2738 days']
['13892', 'Daily', '39 days']
['13893', 'Daily', '31 days']
['13891', 'Daily', '15 days']
['46182', 'Monthly', '2710 days']
['46181', 'Daily', '35 days']
['46186', 'Daily', '52 days']
['46187', 'Monthly', '1645 days']
['46185', 'Daily', '43 days']
['43000', 'Monthly', '276 days']
['43001', 'Yearly', '4018 days']
['43004', 'Yearly', '2557 days']
['43006', 'Yearly', '7671 days']
['5937', 'Daily', '34 days']
['16115', 'Daily', '15 days']
['16116', 'Yearly', '5114 days']
['5934', 'Monthly', '2191 days']
['5933', 'Yearly', '10227 days']
['5932', 'Monthly', '638 days']
['51922', 'Daily', '6 days']
['16118', 'Yearly', '3287 days']
['16119', 'Yearly', '4383 days']
['5939', 'Daily', '5 days']
['5938', 'Yearly', '4383 days']
['12023', 'Yearly', '1826 days']
['32063', 'Monthly', '273 days']
['11667', 'Daily', '17 days']
['11666', 'Yearly', '8766 days']
['11664', 'Yearly', '1826 days']
['11662', 'Daily', '45 days']
['11661', 'One-off', '10740 days']
['11660', 'Monthly', '2038 days']
['12028', 'Monthly', '518 days']
['11668', 'Yearly', '6210 days']
['55867', 'Daily', '44 days']
['27921', 'Monthly', '427 days']
['27920', 'Daily', '13 days']
['27925', 'Yearly', '8401 days']
['17798', 'Yearly', '4018 days']
['27927', 'One-off', '10862 days']
['27929', 'Monthly', '1614 days']
['52786', 'Yearly', '1826 days']
['17791', 'Monthly', '2315 days']
['52780', 'Yearly', '4748 days']
['17793', 'Daily', '35 days']
['52782', 'One-off', '11000 days']
['34658', 'One-off', '14164 days']
['42753', 'One-off', '14622 days']
['46231', 'Yearly', '8035 days']
['46233', 'One-off', '10415 days']
['46234', 'Monthly', '791 days']
['42756', 'Yearly', '4749 days']
['46236', 'One-off', '17028 days']
['42754', 'One-off', '11290 days']
['42759', 'Daily', '49 days']
['42758', 'Monthly', '2526 days']
['45762', 'Monthly', '852 days']
['45766', 'Monthly', '2741 days']
['45769', 'Monthly', '425 days']
['45768', 'Daily', '17 days']
['53786', 'One-off', '10921 days']
['53785', 'Daily', '36 days']
['53782', 'Monthly', '2312 days']
['53781', 'Daily', '25 days']
['53788', 'Monthly', '1400 days']
['53789', 'Monthly', '2646 days']
['54839', 'One-off', '15587 days']
['54837', 'Daily', '38 days']
['54836', 'Monthly', '2557 days']
['54832', 'Yearly', '6575 days']
['35380', 'One-off', '15862 days']
['50003', 'Daily', '34 days']
['53438', 'One-off', '15945 days']
['10226', 'Monthly', '1006 days']
['53437', 'Yearly', '6940 days']
['10221', 'Yearly', '11323 days']
['10222', 'Monthly', '1980 days']
['10223', 'Yearly', '3287 days']
['49846', 'Monthly', '1430 days']
['21517', 'Daily', '22 days']
['49842', 'Monthly', '2131 days']
['21513', 'Yearly', '1095 days']
['49840', 'Monthly', '366 days']
['49841', 'Monthly', '852 days']
['49848', 'Monthly', '791 days']
['54789', 'Yearly', '5479 days']
['54788', 'Monthly', '245 days']
['50009', 'Monthly', '2374 days']
['54783', 'Monthly', '850 days']
['54782', 'Yearly', '5479 days']
['54781', 'Daily', '36 days']
['54780', 'Monthly', '426 days']
['54785', 'Yearly', '9496 days']
['21624', 'One-off', '16824 days']
['49555', 'Monthly', '577 days']
['44830', 'Yearly', '4383 days']
['50204', 'Yearly', '2922 days']
['24352', 'Daily', '39 days']
['24350', 'Yearly', '1461 days']
['24355', 'Monthly', '851 days']
['34451', 'One-off', '15178 days']
['34453', 'Monthly', '1764 days']
['34455', 'One-off', '14217 days']
['34454', 'Yearly', '8401 days']
['34457', 'Monthly', '1064 days']
['34458', 'Monthly', '1339 days']
['55072', 'Monthly', '243 days']
['55073', 'Yearly', '6574 days']
['55076', 'Yearly', '13880 days']
['51558', 'Monthly', '1856 days']
['32859', 'Monthly', '1096 days']
['51555', 'Yearly', '8035 days']
['51557', 'Monthly', '2131 days']
['51556', 'Monthly', '1675 days']
['51551', 'One-off', '15956 days']
['32852', 'One-off', '12304 days']
['32850', 'Yearly', '9131 days']
['35499', 'Monthly', '365 days']
['35496', 'Yearly', '11323 days']
['35497', 'One-off', '10570 days']
['35494', 'One-off', '13009 days']
['35492', 'Yearly', '1826 days']
['35491', 'Yearly', '2191 days']
['23820', 'Daily', '41 days']
['23821', 'Daily', '47 days']
['23822', 'Monthly', '2710 days']
['23823', 'Monthly', '1369 days']
['23826', 'Monthly', '1979 days']
['23827', 'Daily', '10 days']
['23829', 'One-off', '14505 days']
['27111', 'One-off', '13703 days']
['27112', 'Yearly', '8766 days']
['27113', 'One-off', '15933 days']
['27114', 'Daily', '41 days']
['27115', 'Daily', '10 days']
['27117', 'Daily', '19 days']
['22198', 'Monthly', '275 days']
['22196', 'Daily', '50 days']
['22193', 'Yearly', '1826 days']
['22190', 'Monthly', '457 days']
['55695', 'Yearly', '1826 days']
['55693', 'Yearly', '10958 days']
['40342', 'Daily', '43 days']
['55698', 'Monthly', '2102 days']
['55699', 'Monthly', '608 days']
['56529', 'Monthly', '1645 days']
['56524', 'Monthly', '1430 days']
['56527', 'Monthly', '1980 days']
['56526', 'Yearly', '4748 days']
['56520', 'Monthly', '792 days']
['56522', 'One-off', '10904 days']
['39948', 'One-off', '13435 days']
['57698', 'Daily', '18 days']
['57699', 'Daily', '46 days']
['57694', 'Yearly', '8401 days']
['39941', 'Daily', '42 days']
['39943', 'Monthly', '1430 days']
['39945', 'Monthly', '974 days']
['39946', 'Yearly', '8766 days']
['32149', 'One-off', '16550 days']
['32148', 'Monthly', '822 days']
['32141', 'Monthly', '2068 days']
['32143', 'Daily', '50 days']
['32142', 'Yearly', '4748 days']
['32146', 'One-off', '17852 days']
['26243', 'Monthly', '1492 days']
['26242', 'Monthly', '1522 days']
['26244', 'Yearly', '8401 days']
['26249', 'Yearly', '9862 days']
['26248', 'One-off', '10597 days']
['57348', 'Monthly', '487 days']
['57343', 'Daily', '43 days']
['57341', 'Monthly', '2344 days']
['57344', 'Yearly', '1096 days']
['57345', 'Yearly', '5479 days']
['49881', 'Yearly', '8766 days']
['37537', 'One-off', '17914 days']
['37536', 'Monthly', '1492 days']
['37535', 'Yearly', '3653 days']
['37534', 'Monthly', '2069 days']
['37531', 'Yearly', '2557 days']
['49884', 'Monthly', '700 days']
['32620', 'Monthly', '761 days']
['49885', 'Daily', '54 days']
['3842', 'One-off', '14105 days']
['4968', 'One-off', '11986 days']
['4967', 'Yearly', '5478 days']
['4966', 'One-off', '10351 days']
['4964', 'Daily', '14 days']
['4963', 'Daily', '54 days']
['4962', 'Monthly', '2191 days']
['4961', 'Yearly', '8401 days']
['4960', 'Yearly', '9131 days']
['14044', 'Monthly', '1247 days']
['14045', 'Yearly', '8036 days']
['14046', 'Monthly', '546 days']
['14047', 'One-off', '12715 days']
['14040', 'Monthly', '976 days']
['14041', 'One-off', '17588 days']
['14043', 'Yearly', '10227 days']
['14048', 'Yearly', '3287 days']
['3261', 'Monthly', '2526 days']
['3260', 'Monthly', '366 days']
['3264', 'Monthly', '2160 days']
['3267', 'Yearly', '9131 days']
['3269', 'One-off', '11195 days']
['3268', 'Monthly', '853 days']
['53845', 'Yearly', '14245 days']
['53847', 'Yearly', '8036 days']
['53840', 'Yearly', '13149 days']
['53842', 'Yearly', '6939 days']
['53848', 'One-off', '9824 days']
['37392', 'Yearly', '6210 days']
['37390', 'Yearly', '10227 days']
['18219', 'Yearly', '6574 days']
['18218', 'Monthly', '275 days']
['18215', 'Yearly', '10227 days']
['18217', 'Daily', '55 days']
['37398', 'Yearly', '7305 days']
['18211', 'Daily', '8 days']
['18213', 'Daily', '16 days']
['38711', 'Monthly', '2741 days']
['38714', 'One-off', '12190 days']
['22799', 'Daily', '27 days']
['38718', 'Yearly', '11323 days']
['38924', 'Monthly', '1338 days']
['30549', 'Yearly', '3653 days']
['30548', 'Monthly', '335 days']
['30547', 'Monthly', '2557 days']
['34847', 'Daily', '8 days']
['30544', 'Yearly', '12418 days']
['34842', 'Monthly', '1308 days']
['34843', 'Daily', '12 days']
['34841', 'One-off', '11397 days']
['40122', 'Yearly', '2192 days']
['40123', 'Daily', '38 days']
['40120', 'Monthly', '153 days']
['40126', 'Daily', '6 days']
['40127', 'Yearly', '9131 days']
['40124', 'Yearly', '2922 days']
['40128', 'Daily', '21 days']
['40129', 'Daily', '7 days']
['47478', 'Daily', '44 days']
['47475', 'Daily', '27 days']
['47476', 'Yearly', '8401 days']
['47473', 'Monthly', '2404 days']
['15797', 'Daily', '49 days']
['6887', 'Monthly', '975 days']
['15795', 'Daily', '14 days']
['15794', 'Daily', '48 days']
['15792', 'Yearly', '6940 days']
['6888', 'Monthly', '2132 days']
['15798', 'Yearly', '7305 days']
['31865', 'Daily', '20 days']
['40698', 'Monthly', '1674 days']
['40699', 'Yearly', '8401 days']
['35525', 'One-off', '9182 days']
['40690', 'Daily', '23 days']
['40691', 'One-off', '13831 days']
['40693', 'Yearly', '13149 days']
['40697', 'Daily', '35 days']
['10772', 'Daily', '20 days']
['39449', 'Monthly', '1888 days']
['39448', 'Monthly', '1096 days']
['39444', 'One-off', '15476 days']
['39447', 'One-off', '11801 days']
['39446', 'Yearly', '7305 days']
['39441', 'One-off', '14920 days']
['39440', 'Yearly', '10593 days']
['39443', 'One-off', '12907 days']
['31638', 'Monthly', '2283 days']
['31639', 'Monthly', '458 days']
['31634', 'Monthly', '212 days']
['31635', 'Yearly', '10958 days']
['31632', 'Daily', '32 days']
['31631', 'Daily', '55 days']
['33734', 'Monthly', '731 days']
['35827', 'One-off', '15377 days']
['53749', 'Monthly', '1430 days']
['35822', 'Monthly', '974 days']
['35821', 'Daily', '37 days']
['39192', 'Yearly', '12784 days']
['39191', 'Monthly', '2649 days']
['39197', 'Yearly', '3288 days']
['39195', 'Monthly', '1796 days']
['35828', 'Daily', '45 days']
['57429', 'One-off', '13086 days']
['54219', 'Daily', '38 days']
['14856', 'Monthly', '2040 days']
['4149', 'Monthly', '1158 days']
['4148', 'Yearly', '1827 days']
['51752', 'Daily', '36 days']
['4144', 'Monthly', '1461 days']
['4146', 'Yearly', '7305 days']
['34599', 'One-off', '10505 days']
['18557', 'One-off', '14815 days']
['14675', 'Daily', '13 days']
['51756', 'Yearly', '3287 days']
['18555', 'One-off', '9212 days']
['51979', 'One-off', '10827 days']
['18552', 'Monthly', '547 days']
['51977', 'Monthly', '2283 days']
['16146', 'Yearly', '2557 days']
['43578', 'Daily', '51 days']
['51974', 'Monthly', '457 days']
['16143', 'Daily', '43 days']
['43573', 'Monthly', '2010 days']
['43574', 'Monthly', '2192 days']
['43575', 'Monthly', '2283 days']
['16142', 'Daily', '41 days']
['19652', 'Monthly', '2038 days']
['19650', 'Yearly', '11323 days']
['19656', 'Monthly', '334 days']
['19654', 'One-off', '14476 days']
['19655', 'Monthly', '702 days']
['19658', 'Monthly', '2251 days']
['19659', 'Monthly', '2404 days']
['17559', 'Monthly', '2434 days']
['17558', 'Monthly', '120 days']
['17557', 'One-off', '12884 days']
['17555', 'Monthly', '1067 days']
['13428', 'Monthly', '911 days']
['13425', 'Daily', '23 days']
['13422', 'One-off', '13168 days']
['13421', 'Monthly', '243 days']
['13420', 'Monthly', '1127 days']
['52409', 'Daily', '41 days']
['46432', 'Yearly', '2557 days']
['46433', 'Monthly', '181 days']
['46430', 'Monthly', '2130 days']
['46431', 'Monthly', '1461 days']
['46437', 'Yearly', '6209 days']
['46434', 'Monthly', '1919 days']
['52404', 'Daily', '51 days']
['45169', 'Monthly', '1068 days']
['45168', 'Daily', '11 days']
['20628', 'Monthly', '2498 days']
['45165', 'Daily', '46 days']
['20625', 'Yearly', '8766 days']
['20624', 'Monthly', '518 days']
['20623', 'Daily', '29 days']
['45160', 'Monthly', '2616 days']
['45162', 'One-off', '10053 days']
['56981', 'Monthly', '1126 days']
['6077', 'Yearly', '2557 days']
['6074', 'One-off', '16873 days']
['6072', 'Yearly', '6940 days']
['6071', 'Yearly', '6939 days']
['42223', 'Daily', '24 days']
['42222', 'Monthly', '2648 days']
['42221', 'Yearly', '10957 days']
['42220', 'Yearly', '12418 days']
['42227', 'Monthly', '1035 days']
['42224', 'Yearly', '13514 days']
['20600', 'One-off', '16371 days']
['7346', 'Yearly', '9861 days']
['7347', 'Yearly', '9496 days']
['7344', 'Daily', '6 days']
['7345', 'Monthly', '395 days']
['7343', 'Daily', '51 days']
['7340', 'Yearly', '9497 days']
['10029', 'Monthly', '304 days']
['10024', 'Daily', '23 days']
['10022', 'Yearly', '13880 days']
['7348', 'One-off', '9075 days']
['7349', 'Yearly', '3287 days']
['29880', 'Daily', '26 days']
['29883', 'Yearly', '6209 days']
['29885', 'Monthly', '546 days']
['29887', 'Yearly', '8766 days']
['5355', 'One-off', '15531 days']
['5354', 'Daily', '45 days']
['5352', 'Monthly', '396 days']
['11047', 'One-off', '11314 days']
['11046', 'Monthly', '2618 days']
['11045', 'Monthly', '609 days']
['11044', 'Daily', '6 days']
['11043', 'Daily', '4 days']
['11042', 'Daily', '45 days']
['11040', 'Monthly', '1766 days']
['11048', 'Yearly', '16802 days']
['15961', 'Daily', '44 days']
['15964', 'Monthly', '608 days']
['15965', 'Monthly', '2222 days']
['8648', 'Monthly', '1127 days']
['15967', 'Yearly', '4017 days']
['8646', 'Monthly', '1125 days']
['8647', 'One-off', '11982 days']
['8640', 'Monthly', '2222 days']
['8641', 'Monthly', '1004 days']
['50958', 'Monthly', '2221 days']
['50959', 'Monthly', '1157 days']
['50955', 'Monthly', '945 days']
['50952', 'Yearly', '14975 days']
['50953', 'Monthly', '2160 days']
['50951', 'Yearly', '6210 days']
['28829', 'Daily', '38 days']
['28828', 'Yearly', '12783 days']
['10192', 'Daily', '35 days']
['28823', 'Daily', '42 days']
['28822', 'Yearly', '4018 days']
['28824', 'Monthly', '822 days']
['10193', 'Yearly', '9131 days']
['12536', 'Daily', '46 days']
['12532', 'One-off', '9668 days']
['29752', 'Yearly', '8401 days']
['12530', 'Daily', '17 days']
['16098', 'Daily', '55 days']
['16093', 'Monthly', '1888 days']
['16097', 'Yearly', '9497 days']
['10871', 'Yearly', '6574 days']
['10870', 'Yearly', '1827 days']
['10873', 'Daily', '28 days']
['10872', 'Yearly', '1095 days']
['10874', 'One-off', '17413 days']
['10876', 'Monthly', '1676 days']
['16327', 'Yearly', '9131 days']
['16326', 'Yearly', '13149 days']
['19517', 'Monthly', '1369 days']
['19516', 'Monthly', '1430 days']
['16322', 'Yearly', '5479 days']
['16321', 'One-off', '15082 days']
['16320', 'Yearly', '9497 days']
['19519', 'Yearly', '1096 days']
['19518', 'Yearly', '9862 days']
['16328', 'Monthly', '212 days']
['52082', 'Yearly', '7305 days']
['52083', 'Yearly', '6940 days']
['52081', 'Monthly', '1188 days']
['52084', 'Yearly', '2922 days']
['52085', 'Monthly', '1947 days']
['46375', 'One-off', '17541 days']
['46374', 'Yearly', '6209 days']
['46377', 'One-off', '9510 days']
['21234', 'Monthly', '1675 days']
['46371', 'Yearly', '5114 days']
['46370', 'Daily', '36 days']
['46372', 'Daily', '20 days']
['46379', 'Monthly', '821 days']
['21239', 'Daily', '25 days']
['21238', 'Monthly', '1005 days']
['57104', 'Monthly', '2374 days']
['43631', 'Yearly', '10592 days']
['57107', 'Monthly', '2527 days']
['57101', 'Monthly', '150 days']
['57102', 'Daily', '16 days']
['43639', 'Monthly', '2069 days']
['49498', 'Monthly', '2191 days']
['49494', 'Monthly', '1095 days']
['49491', 'Monthly', '306 days']
['49493', 'One-off', '10076 days']
['49492', 'One-off', '13020 days']
['52626', 'One-off', '13475 days']
['17057', 'Monthly', '518 days']
['52624', 'Daily', '28 days']
['17055', 'Yearly', '12418 days']
['17052', 'Daily', '55 days']
['52620', 'One-off', '11981 days']
['52621', 'Daily', '19 days']
['17058', 'Daily', '26 days']
['52629', 'Monthly', '1218 days']
['36938', 'Yearly', '4748 days']
['36931', 'Daily', '18 days']
['36933', 'Monthly', '1673 days']
['36934', 'Yearly', '2922 days']
['36935', 'Yearly', '3652 days']
['36936', 'Daily', '7 days']
['36937', 'One-off', '14256 days']
['54668', 'Monthly', '215 days']
['54664', 'One-off', '11031 days']
['54667', 'Daily', '41 days']
['54660', 'Monthly', '1400 days']
['54662', 'Yearly', '4748 days']
['54663', 'Monthly', '2406 days']
['20543', 'Yearly', '1461 days']
['20540', 'Daily', '4 days']
['20541', 'Yearly', '5844 days']
['20549', 'Yearly', '10592 days']
['34405', 'Daily', '18 days']
['29356', 'Daily', '30 days']
['48728', 'Monthly', '304 days']
['48729', 'Monthly', '579 days']
